data.mel-adem-53-seriennummer,data.regenerations-cmd-code,data.regenerations-code
202553MD1479-1,,95CE6C-MD-E80015
202553MD1479-2,,7BDE6C-MD-E8C473
202653MD1317-1,,FC916D-MD-E8C730
201853MD1379-2,,A64727-MD-E82D72
1453MD1356-2,,5FD727-MD-E8E036
202153MD1180-2,,C4BB0A-MD-E8B9CB
202353MD1469-1,,910DDE-MD-E8E4F5
202253MD1212-1,,05FFB2-MD-E82551 
201653MD1007-2,,D7F26D-MD-E88CB6
201753MD1587-2,,A3AB0A-MD-E844B3
202053MD1544-1,,754DB6-MD-E86834
202053CMD1110-2,63A346-MC-E8955C,63A346-MC-E8955C
201753MD1204-2,,85CB0A-MD-E85A7E
1453MD1353-2,,7A075C-MD-E84C65
202253MD1238-1,,22AB0A-MD-E8AED6
201653MD1257-2,,2B2B0A-MD-E8E86E
202653MD1206-1,,D6F95B-MD-E857FF
202253MD1380-1,,83816D-MD-E8FDC8
1353MD1416-2,,52B16D-MD-E88009
201653MD1247-1,,238D76-MD-E8D20D
201853MD1555-2,,FA7E67-MD-E8B4C4
201753MD1109-1,,2B0B0A-MD-E83128
201553MD1102-2,,147E67-MD-E8AF66
202553CMD1001-1,875A27-MC-E87C40,875A27-MC-E87C40
202453MD1332-2,,976E67-MD-E8E712
201553MD1025-2,,525042-MD-E8F73B
201853MD1229-2,,A8F486-MD-E8FC99
1153MD1038-2,,785E67-MD-E847E3
202053MD1609-1,,435E67-MD-E89FEF
202353MD1385-1,,E9FE67-MD-E8A424
201953MD1104-2,,08CB0A-MD-E81C8D
201653MD1123-1,,AB716D-MD-E8A1F1
201553MD1577-1,,66FFB2-MD-E87CE4 
202453MD1307-2,,AD7727-MD-E80176
1453MD1268-1,,E4D67D-MD-E86700
202553MD1786-1,,44C632-MD-E885C3
1353MD1232-1,,EE7B0A-MD-E8F95D
201553MD1654-1,,F79E67-MD-E80586
202453MD1699-2,,9D2922-MD-E8E552
202453MD1291-2,,06C9B7-MD-E875AC
202253MD1396-2,,1CDE67-MD-E8CD0C
202153MD1677-2,,404206-MD-E80F15
201553MD1576-1,,EBFB0A-MD-E84ADB
201553MD1680-2,,9F6E67-MD-E85C8F
202053MD1446-1,,0AF16D-MD-E898A9
202353CMD1054-2,301346-MC-E8F15C,301346-MC-E8F15C
202253MD1695-2,,1CD996-MD-E8FF80
202253MD1028-1,,6E9727-MD-E82F72
202153MD1046-1,,87FE67-MD-E8B2F9
201953MD1693-2,,FF416D-MD-E86025
202053MD1648-2,,383E67-MD-E89DC8
202353MD1099-2,,E58EC1-MD-E809E1
201653MD1139-2,,361F67-MD-E86468
210553MD1126-1,,C37496-MD-E8A1FB
202453MD1041-2,,C3EFB2-MD-E89742
201653MD1457-1,,1C8E67-MD-E8C6FE
1453MD1624-2,,2DE67D-MD-E82214
202153MD1776-1,,CEE727-MD-E8C798
202053MD1022-1,,77F67D-MD-E8C3CA
201853MD1554-1,,84EFB2-MD-E8807D
202253MD1652-1,,10887B-MD-E84FCC
202053MD1055-1,,70126D-MD-E8B9E4
201753MD1275-1,,B64E67-MD-E839A4
202653MD1292-2,,516727-MD-E898E9
201653MD1209-2,,22787B-MD-E89796
202253MD1810-3,,2FDE67-MD-E84BA3
1353MD1236-1,,7B367D-MD-E85DE4
202553MD1484-1,,4C2E37-MD-E8B0E7
1453MD1327-2,,492E67-MD-E8CA56
201953MD1525-2,,08AB0A-MD-E840FC
201853MD1423-1,,F4F16D-MD-E8717C
201853MD1616-2,,928F82-MD-E82017
202453MD1173-1,,5D65A9-MD-E88A91
202253MD1048-2,,1EE16D-MD-E8027E   
201753MD1508-2,,D4D0C1-MD-E8CE86
1153MD1226-2,,3CFE58-MD-E89FAA
201653MD1794-1,,246B0A-MD-E804E5
201553MD1384-2,,DC8B0A-MD-E850E3
202353MD1107-2,,B57727-MD-E8E224
202553MD1115-2,,0F5206-MD-E8F721
202253MD1531-2,,E0F8A0-MD-E8048C
201853CMD1044-2,1D6596-MC-E84BC8,
1453MD1206-1,,98F75C-MD-E80147
202553MD1652-1,,525B0A-MD-E88767
1353MD1031-1,,55A727-MD-E8B6D9
202453MD1780-1,,A592D7-MD-E8660F
1153MD1240-2,,8FB4EB-MD-E81BD7
1253MD1170-2,,F4667D-MD-E86D88
201553MD1741-2,,1A1B0A-MD-E8872A
201953MD1151-3,,450FF8-MD-E844A1
202353CMD1073-2,1DFA25-MC-E84BA6,
201953MD1664-2,,B4E727-MD-E8990E
201853MD1015-2,,F5B67D-MD-E88A7F
201553MD1593-1,,528206-MD-E800EE
1353MD1144-2,,5C9E67-MD-E8DE0D
1453MD1177-4,,038727-MD-E8BB1A
201953MD1584-1,,BED16D-MD-E813D4
201653MD1876-2,,CF787B-MD-E87F25
1353MD1327-2,,38DC46-MD-E85661
202053MD1307-2,,6BD77D-MD-E89583
1453MD1283-3,,466B0A-MD-E86A08
202153CMD1135-1,DC0346-MC-E88A48,DC0346-MC-E88A48
201553MD1567-2,,90DFB2-MD-E8285E
201753CMD1049-3,3DD596-MC-E8D24E,
202253MD1810-3,,2FDE67-MD-E84BA3 
202553MD1482-2,,B0B77D-MD-E87A96
202253MD1328-1,,31316D-MD-E85D70
201553MD1809-1,,41A67D-MD-E800DF
201553MD1195-1,,C9567D-MD-E8E5C5
202153MD1600-1,,B2F727-MD-E8FA57
202653MD1148-1,,600E67-MD-E8B1D1
1453MD1519-2,,34DE67-MD-E8F2F0
202453MD1254-2,,679B0A-MD-E809BF
202153MD1680-1,,3DFE67-MD-E889D0
202453MD1142-2,,DF2E67-MD-E8CDCB
202653MD1206-2,,F9795B-MD-E84944
202253MD1717-2,,FB5B0A-MD-E82222
202253MD1286-1,,EDEE67-MD-E8A814
202353MD1447-1,,082FF8-MD-E8B1E7
1353MD1373-1,,7F2496-MD-E8BC84
202253MD1458-1,,8DC0C1-MD-E85AFF
1453MD1342-1,,3BAB0A-MD-E8FD7D
202553MD1948-2,,69AB0A-MD-E827D8
202253MD1940-1,,DAEE67-MD-E849DA
201753MD1264-1,,1C87EB-MD-E820A4
201653MD1915-2,,58D67D-MD-E82D59
201753MD1498-2,,CC816D-MD-E8BB96
202353MD1098-1,,7374A9-MD-E82190
202053MD1060-2,,27867D-MD-E8D3B8
202553MD1543-2,,C8116D-MD-E88BF2
201653MD1307-2,,E1E16D-MD-E8F437
202553MD1149-2,,FAB0C1-MD-E88026
1253MD1112-3,,C94457-MD-E8EAB9
201653MD1528-1,,12426D-MD-E88F23
1353MD1290-2,,C4716D-MD-E899AA
1453MD1137-2,,C97B0A-MD-E8F28D
202153CMD1088-2,8AE346-MC-E833A7,8AE346-MC-E833A7
202153CMD1007-1,CF8E0A-MC-E82597,
201653CMD1024-1,6BFA25-MC-E8FD2D,6BFA25-MC-E8FD2D
201853MD1517-1,,72BB0A-MD-E85DD5
201653MD1169-1,,0F1C46-MD-E83647
201853MD1007-1,,76D67D-MD-E87379
201953MD1074-2,,E22627-MD-E83DCF
202053MD1150-2,,F08496-MD-E835CE
202553CMD1084-1,C76A5D-MC-E8C225,
201953MD1125-2,,B66B0A-MD-E8F492
201653MD1617-2,,F66F2B-MD-E8D34A
201753MD1549-1,,B0CFB2-MD-E87ED4
1353MD1479-2,,D8BB0A-MD-E861F9
201753MD1014-1,,800BOA-MD-E8736E
1453MD1527-2,,9BCE67-MD-E8F117
201953MD1580-1,,86FBOA-MD-E814E9
202553MD1572-2,,355B0A-MD-E89BA8
202653MD1192-1,,125EFB-MD-E8D3A5
202253MD1075-2,,16A871-MD-E8F48E
201853MD1160-2,,E4716D-MD-E83E99
201653MD1717-1,,B50503-MD-E80DE0
202353MD1464-2,,26FB0A-MD-E81FFF
202053MD1170-2,,3C0E67-MD-E852B0
201653MD1194-2,,90F53B-MD-E891F7
1453MD1216-2,,3D9206-MD-E85324
1253MD1288-2,,58C727-MD-E84AFC
202653MD1223-2,,59AE67-MD-E84523
201953MD1057-1,,D54501-MD-E81ECB
202353MD1413-1,,F8FE67-MD-E889DE
202253MD1208-2,,TEST01-MD-TEST01
202253MD1881-1,,CB1E67-MD-E8B2CC
201953MD1321-2,,62CFB2-MD-E82333 
201753MD1594-2,,B90B0A-MD-E8E7E8
202453MD1063-2,,C34496-MD-E864DD
201553MD1653-2,,B6B0C1-MD-E8F840
201753MD1581-2,,835727-MD-E834F8
201853MD1039-1,,63467D-MD-E8932C
201653MD1775-2,,AAA67D-MD-E89A26
202453MD1252-2,,DE4BOA-MD-E867EB
201853MD1120-1,,5FBE67-MD-E85624
201553MD1438-2,,16687B-MD-E84297
1453MD1489-2,,73FE0B-MD-E8BFC9
202353MD1356-2,,987B0A-MD-E82650
201553MD1255-2,,010249-MD-E82551
202053MD1215-1,,3F8B6B-MD-E83666
202253MD1813-2,,FDC16D-MD-E8CDAB
202253MD1749-2,,CF516D-MD-E8897B
202053MD1112-2,,DC6E67-MD-E862E5
202353MD1111-1,,65B67D-MD-E87B17
201753CMD1055-1,430A25-MC-E8553C,
201753MD1411-1,,03E2F7-MD-E81CF5
202253MD1133-1,,A63727-MD-E8A892
202053MD1243-1,,E601AB-MD-E88544
202153CMD1025-2,93EA25-MC-E81A43,
202553CMD1062-1,5FDA25-MC-E84241,5FDA25-MC-E84241
202053CMD1011-2,44B346-MC-E8D4EA,44B346-MC-E8D4EA
201553MD1541-1,,25716D-MD-E8A13B
201953MD1494-2,,5E767D-MD-E8F2DC
202053CMD1030-1,D6228C-MC-E8E8F9,
202453MD1349-2,,8CAB0A-MD-E84CB2
1253MD1155-1,,1E26CB-MD-E87479
202153CMD1013-2,8AEA25-MC-E8A575,
202053MD1669-1,,48916D-MD-E84974
1353MD1447-1,,12B16D-MD-E853BB
201753MD1009-1,,6B16CB-MD-E89B7F
202453MD1223-1,,53E7EE-MD-E880CC
201953MD1744-1,,121069-MD-E8D778
202553MD1268-2,,691C46-MD-E874CF
202553MD1203-1,,F39DBD-MD-E86890
202153MD1754-1,,B99E67-MD-E86DED
201653MD1906-2,,5B5625-MD-E84614
201553MD1808-1,,B04F6D-MD-E835DD
202553MD1023-2,,371FF8-MD-E8C94D
202553MD1378-2,,3FC16D-MD-E83C3C
202253MD1510-1,,D5A67D-MD-E8FEA4
201953CMD1019-2,E27E0A-MC-E816DB,
202453MD1442-2,,B29457-MD-E84648
202053CMD1071-1,888406-MC-E8FB35,
1353MD1366-1,,58D16D-MD-E86124
1253MD1154-1,,977D9D-MD-E8A2BC
202053MD1101-2,,AB216D-MD-E8A328
202153MD1570-1,,0C46C8-MD-E8AC58
202153MD1665-1,,0FF801-MD-E82728
201953MD1453-1,,F5716D-MD-E8D48A
201953MD1549-2,,7E916D-MD-E83639
202453MD1696-2,,02867D-MD-E81CC1
202253MD1287-1,,A246CB-MD-E80653
202153MD1378-1,,D55069-MD-E8724F
201653MD1821-1,,617E67-MD-E8226C
202353MD1528-1,,164F0E-MD-E8CED4
201653MD1132-2,,697069-MD-E8667F
202353MD1395-1,,49D069-MD-E86203
202253CMD1037-3,6ECE0A-MC-E83F11,
202253MD1794-1,,DAS688-MD-E83F0F
202453MD1426-1,,3BEB0A-MD-E8A30A
201753MD1037-2,,AB4069-MD-E83A2F
1453MD1562-2,,8CC16D-MD-E8896D
201953CMD1085-2,809E0A-MC-E8607B,809E0A-MC-E8607B
1453MD1222-2,,458069-MD-E87AFC
1153MD1048-2,,3A2D59-MD-E83B1E
202153MD1048-2,,AC926D-MD-E81CA5
201653MD1663-2,,7D9069-MD-E81BC7
202153MD1531-2,,CE7C46-MD-E8168B
201953MD1262-2,,A5BD59-MD-E8BD18
202253MD1887-1,,D59625-MD-E8F236
201853MD1340-2,,3A6E67-MD-E8493A
202453MD1641-2,,7A416D-MD-E85C32
202553MD1713-1,,3C96CB-MD-E87CE8
202153MD1376-1,,A6B6CB-MD-E86C57
201753CMD1008-1,818406-MC-E87A52,
202653MD1373-2,,089E67-MD-E89306
201553MD1034-2,,A7416D-MD-E81905
202453MD1541-1,,5FF069-MD-E8D426
202253MD1208-2,,BAFD59-MD-E816E6
201553MD1167-1,,F6A6CB-MD-E84EBE
202153MD1155-1,,22FB0A-MD-E899BB
1453MD1665-2,,4E7B76-MD-E829C7
202053MD1528-1,,C27F82-MD-E8E1D3
201753CMD1032-1,C77E0A-MC-E8A949,
202353CMD1081-1,9DE346-MC-E82524,9DE346-MC-E82524
202053MD1147-1,,FC54A9-MD-E8CACF
201553MD1561-1,,789625-MD-E8FA42
201753MD1299-1,,127E67-MD-E85C82
202353MD1479-2,,71777E-MD-E8E7F8
202153MD1824-2,,C0916D-MD-E80041
201853MD1187-2,,39AB0A-MD-E84491
1153MD1284-2,,6EA069-MD-E8FDBC
201753MD1522-2,,7195DE-MD-E897AD
202453MD1173-2,,5D65A9-MD-E88A91
201553MD1189-2,,80616D-MD-E82463
201853MD1222-1,,8CCD59-MD-E85DBC
201853CMD1064-2,22E596-MC-E8ADA4,
201753MD1675-2,,F8016D-MD-E82315
201853MD1249-1,,99AD59-MD-E8C9FF
201953MD1142-1,,83AE0B-MD-E868A9 
1453MD1642-1,,83AE0B-MD-E868A9 
202553MD1708-1,,D13069-MD-E8F8A6
202553MD1852-1,,B825A9-MD-E89044
202353MD1042-1 ,,53F16D-MD-E83DCC
202153MD1577-1,,00316D-MD-E81A34
201653MD1883-2,,1AD6CB-MD-E8D861 
1253MD1124-1,,BD4D59-MD-E85535
202153MD1187-2,,D5DB0A-MD-E82A46
202453MD1804-2,,34B727-MD-E845F6
202253MD1900-3,,F006CB-MD-E8930D
202253MD1900-3,,47F6CB-MD-E8AAB8
1453MD1712-1,,91AD59-MD-E8026B
201553MD1242-1,,8E3D59-MD-E825D6
202053MD1689-3,,6B0D59-MD-E86550
202453CMD1079-1,091A69-MC-E8D4E2,
201953MD1477-2,,6F84A9-MD-E896DD
202553MD1326-2,,5E6D59-MD-E8BF4A
202353CMD1124-1,F99406-MC-E82F2D,
201953MD1558-2,,9DC6CB-MD-E875F8
201953MD1547-2,,AF66CB-MD-E8E092
201853CMD1003-1,690346-MC-E877D0,690346-MC-E877D0
1153MD1225-2,,CDC67D-MD-E8D48C
202653MD1382-1,,387069-MD-E8E023
202253MD1716-2,,FA4069-MD-E8302D
202653MD1001-1,,A04069-MD-E8315C
201553MD1042-2,,20C67D-MD-E8F834
202353MD1044-1,,0B7D59-MD-E8B538
202153MD1032-2,,826B0A-MD-E81A2B
1153MD1278-3,,B0E069-MD-E849AF
201953MD1014-2,,A8467D-MD-E8AEEB
201653MD1936-1,,2BD16D-MD-E827A9
202353MD1470-1,,FBD40C-MD-E8F4C0
202653MD1227-2,,A7416D-MD-E81905
202053MD1565-2,,7CFD59-MD-E85B1D
202453MD1428-2,,C2516D-MD-E8AEDA
201953MD1118-2,,0AD6CB-MD-E864DD
202553MD1251-2,,04A80C-MD-E851E4 
202153MD1206-2,,8DCD59-MD-E894FA
202153MD1099-2,,5BF8D1-MD-E80537
202553CMD1048-2,C2A967-MC-E865FC,
201653MD1514-1,,78F77B-MD-E88116
201853MD1032-2,,3D56CB-MD-E87AA0
201853MD1636-1,,A64E67-MD-E8BA0D
202553MD1170-1,,F74D59-MD-E886CF
202053MD1090-1,,18B16D-MD-E8622E
202353MD1354-1,,46A069-MD-E87C2D
201953CMD1083-2,DC526B-MC-E8F4B3,
202253MD1514-2,,A4DD59-MD-E84A87
201753MD1706-2,,C58D59-MD-E8EF9B
201753MD1560-2 ,,B588D2-MD-E8C010 
201653MD1484-2,,BD4D59-MD-E848ED
201553MD1495-2,,95A0C1-MD-E8D017
1453MD1628-2,,FA90C1-MD-E87E27
202553MD1862-1 ,,179069-MD-E826D1
1353MD1295-1,,D6132F-MD-E8D61A
201953MD1676-1,,9F8D59-MD-E80BAE
201953MD1709-1,,2E816D-MD-E80CA1
201553MD1103-1,,27D16D-MD-E88335
202553MD1258-1,,27F16D-MD-E8A587
201753MD1500-2,,B718D8-MD-E8DE33
202353MD1488-1,,D6C16D-MD-E8E975
201753MD1337-1,,3AC069-MD-E863EF
202553MD1044-2,,66967D-MD-E83D14
202553MD1268-2,,31216D-MD-E885B5
202453CMD1116-2,6F8932-MC-E80A9B,
1353MD1356-1,,5A80C1-MD-E89E8D
202153MD1390-2,,0C1CAB-MD-E8EB54
202553MD1770-2,,52F102-MD-E8D292
202553CMD1129-1,E6CF62-MC-E85E26,E6CF62-MC-E85E26
202553MD1852-1,,554C46-MD-E873BB
201753MD1458-1,,6DE6CB-MD-E847C8
201653MD1201-1,,5C4D59-MD-E83BF9
202153MD1383-1,,851B22-MD-E870CB
202353MD1098-1,,5D35A9-MD-E8948A 
202553CMD1039-1,6F0A69-MC-E876B6,
201653MD1917-1,,EA2069-MD-E88B58
202453CMD1128-2,349967-MC-E8FE2E,
202553MD1951-2,,6326CB-MD-E8156E
201953MD1585-2,,3F16CB-MD-E84C81
201853MD1513-1,,3E0069-MD-E81739
201553MD1755-1,,FB032F-MD-E81BF7
202353MD1559-1,,5B3069-MD-E81793
202353MD1306-2,,CF253D-MD-E8D402
201653MD1078-1,,AA5342-MD-E8B0E8
201553MD1464-2,,B37069-MD-E80B95
202053MD1060-2,,27867D-MD-E8D3B8
201553MD1420-1,,8BCD59-MD-E8A6FB
202353MD1394-2,,35716D-MD-E8DC56
201753MD1567-1,,7406CB-MD-E87BE7
201953MD1413-2,,44F6CB-MD-E83885
202553MD1755-1,,D8687B-MD-E88D9A
202453MD1134-2,,3A2D59-MD-E8E674
202453MD1356-1,,6EF6CB-MD-E89914
202353MD1470-1,,2C1E92-MD-E8740A
202253MD1087-2,,E69D59-MD-E88275
1353MD1452-2,,F1F75C-MD-E85DB3
201853MD1620-1,,70116D-MD-E8B726
201853MD1502-1,,C876CB-MD-E802DC
202453MD1279-2,,50616D-MD-E87FE5
201953MD1085-1,,CC6F65-MD-E8C96D
201953MD1536-2,,D4EC46-MD-E87D39
201953MD1620-1,,414069-MD-E8FE68
202353MD1785-1,,529D0B-MD-E86595
202553MD1574-2,,F06069-MD-E89E97
201653MD1240-2,,BCC7BD-MD-E8EFA7
202553MD1377-1,,B2416D-MD-E89DA6
202253MD1119-1,,44616D-MD-E89123
202353CMD1085-2,B9F969-MC-E865FF,B9F969-MC-E865FF
202453CMD1061-1,809406-MC-E87AFC,
1353MD1163-1,,1C4C23-MD-E8B285
201853MD1275-2,,ACB6CB-MD-E84653
202053MD1386-1,,0F3D59-MD-E8767F
201953MD1050-1,,56A6CB-MD-E800D3
202053MD1139-2,,33BFB2-MD-E88388 
201653MD1664-1,,E08069-MD-E8EA1C
202053MD1380-1,,0FC069-MD-E8F55E
202453MD1449-1,,747013-MD-E8C593
201953MD1066-1,,AEC6CB-MD-E818BB
1353MD1222-1,,7B516D-MD-E8D44F
202353MD1074-2,F97D59-MD-E8B80A,F97D59-MD-E8V80A
202253MD1351-2,,3E216D-MD-E86DAF
202053MD1639-1,,6BFD59-MD-E8C1A0
201953MD1302-1,,C21457-MD-E8530E
201853MD1097-1,,7374A9-MD-E82190
1453MD1366-2,,3F35A9-MD-E87E9D
202453CMD1127-1,DF9967-MC-E8E48E,
202153MD1803-2,,AF2727-MD-E8DEA4
202153MD1615-2,,364D59-MD-E83FCB
201953MD1532-3    ,,EC8994-MD-E83CCB
1053MD1034-1,,AC45D4-MD-E8E825
202453MD1296-1,,9B9069-MD-E892AE
202553MD1079-2,,E955A9-MD-E809FO
202453MD1832-1,,B9A484-MD-E86D17
1353MD1342-2,,2D60B4-MD-E886C5
201953MD1476-2,,C5E16D-MD-E81475
202053MD1112-2,,BFA6CB-MD-E87194
202153MD1457-1,,5CE069-MD-E8E1A6
202053MD1404-1,,7F96CB-MD-E8A4FB
1453MD1666-2,,1F0CAB-MD-E8404E
201753CMD1617-1,C34346-MC-E8D6B6,C34346-MC-E8D6B
201553MD1044-2,,4A616D-MD-E8B4C7
202253MD1794-1,,849974-MD-E8E117
202553MD1541-2,,650B0A-MD-E82E2F
1253MD1326-2,,D5D6CB-MD-E82CBB
1353MD1125-1,,9DE6CB-MD-E8241E
202053MD1604-2,,B60B0A-MD-E87C5D
1153MD1355-2,,87516D-MD-E811E2
202153CMD1073-1,AF8967-MC-E8771F,
201553MD1077-1,,3DF66E-MD-E89D5F
201753MD1228-1,,0AE069-MD-E8573B
202253MD1730-2,,FDC67D-MD-E8A9B9
202153MD1175-2,,F7E16D-MD-E8E842
202553MD1743-1,,283069-MD-E8EE98
201653MD1246-1,,BB6B76-MD-E8588F
201653MD1662-1,,C2816D-MD-E8D63B
201553MD1646-1,,D7116D-MD-E84B6E
201653MD1876-2,,B0587B-MD-E8B616
202153MD1181-2,,B03069-MD-E8D71E
1153MD1278-2,,5BD069-MD-E856EA
201653MD1684-1,,C2A069-MD-E8DAD5
202553MD1854-2,,066F82-MD-E8BF43
201553MD1145-2,,290457-MD-E83161
1453MD1118-1,,F776CB-MD-E80118
202253MD1779-2,,B96D36-MD-E8719D
202553MD1858-1,,4D6004-MD-E8DCC3
202053CMD1034-2,B3FD86-MC-E8AE27,B3FD86-MC-E8AE27
201853MD9999-4,,B638BD-MD-E89B15
202053MD1267-2,,36116D-MD-E8B063
1053MD1051-1,,7B216D-MD-E86C69
201653MD1386-1,,641069-MD-E8EA65
201953MD1054-2,,A228BD-MD-E80B53
1353MD1449-2,,6C3D59-MD-E83A33
202053CMD1082-1,516A14-MC-E83F5B,
202253MD1861-1,,484B0A-MD-E8C215
202053MD1147-1 ,,FC54A9-MD-E8CACF
201853MD1270-2,,4F56CB-MD-E82845
202453CMD1092-2,9D7967-MC-E847BB,
1253MD1057-2,,2D86CB-MD-E8DE2E
202353MD1448-1,,2BFFF8-MD-E8DC11
202053CMD1013-1,16A596-MC-E89461,
201953MD1224-1,,70FCAB-MD-E8833B 
201653MD1378-2,,E87496-MD-E88D4A
201653MD1196-2,,63A727-MD-E8AF35
1453MD1006-1,,A41D59-MD-E80F1C
201653MD1240-2,,AC9616-MD-E8812B
201953MD1037-2,,26FD59-MD-E8F289
202353MD1467-2,,2A8F16-MD-E8A30D
201853CMD1045-1,B606A7-MC-E8A226, 	  B606A7-MC-E8A226
201753MD1532-1,,2B61DC-MD-E81550
202253MD1901-2,,BF56CB-MD-E834E1
201553MD1087-1,,8166CB-MD-E839EA
1153MD1004-3,,6CE77B-MD-E8D60A
201653MD1833-1,,0216CB-MD-E87471
201953MD1437-1,,65CEC7-MD-E848A6
201753CMD1054-2,BF7346-MC-E808F4,BF7346-MC-E808F4
201753MD1230-1,,9D6F65-MD-E85FBF
202353MD1056-1,,41316D-MD-E8109F
201553MD1129-2,,00F6CB-MD-E870A4
202353MD1005-2 ,,7E95A9-MD-E816CC
1453MD1563-2,,7E95A9-MD-E816CC
202553MD1894-2,,F2A457-MD-E88DA6
1153MD1284-1,,F6C069-MD-E89E16
202353MD1150-2,,0D14A9-MD-E81FC9
202353MD1345-2,,2FDA82-MD-E8C570
202053MD1625-2,,3CB16D-MD-E8FC81
201753MD1002-2,,FBDD17-MD-E8B82E
1253MD1059-2,,F4D6CB-MD-E8DA34
201953MD1188-1,,90FCAB-MD-E8503A
202253MD1041-2,,49E77B-MD-E876E2
202053CMD1016-1,89C969-MC-E8D687,
1153MD1158-2,,83D6A8-MD-E81AE7
202353MD1593-1,,F0B1A2-MD-E8E9E2
202453MD1464-1,,4BF3BB-MD-E8483B
1353MD1196-3,,59016D-MD-E8AD75
202253MD1888-1,,D155A9-MD-E81426
202253CMD1074-2,C85346-MC-E875CF,C85346-MC-E875CF
201553MD1681-1,,911B82-MD-E8ECB8
1353MD1110-1,,B8E6CB-MD-E82F7A
201653MD1780-2,,590B0A-MD-E8927B
201653MD1795-3,,A9CDFD-MD-E87BF2
201553MD1022-2,,6001A2-MD-E83F13
202353CMD1074-2,40A406-MC-E8662D,
201653MD1378-2,,045D59-MD-E8C2BE
202353MD1147-2,,BDA16D-MD-E83451
201853MD1467-2,,35F1AB-MD-E8CC09
202153MD1227-2,,7AD1A2-MD-E8C4C6
202053MD1708-1,,2B91A2-MD-E83A9A
202153MD1335-1,,DD36CB-MD-E89A57
201853CMD1007-1,BED969-MC-E8A47A,
1453MD1589-2,,0906CB-MD-E8D4BC
202453MD1501-1,,21CE0B-MD-E82354
202253MD1438-2,,7FD16D-MD-E829BF
201953MD1048-1,,48B1A2-MD-E8BCD0
202453MD1597-2,,C811A2-MD-E8A992
201553MD1789-1,,F0C1A2-MD-E80115
202353MD1005-2,,1BB148-MD-E87406
201753MD1626-2,,7446CB-MD-E8CA22
202453MD1033-2,,3CF1A2-MD-E81EDC
1453MD1178-1,,B9A1A2-MD-E8CA36
202053MD1020-2,,97AA7F-MD-E8CD31
202553MD1079-2,,F48148-MD-E804EF
202253MD1756-1,,73F1A2-MD-E8986D
201853MD1097-1,,4AF048-MD-E80B41
201653MD1356-2,,5D2148-MD-E837BC
202253MD1007-1,,209FA4-MD-E8369F
202353MD1068-2,,D24148-MD-E8E73C
202453MD1501-1,,F8C6CB-MD-E83CB6
202253MD1888-1,,256148-MD-E801AC
202553MD1468-2,,EBBC79-MD-E8CB94
201653MD1844-1,,4BD1A2-MD-E8E24B
1453MD1003-1,,EB1869-MD-E8A2D4
202253CMD1010-1,FE7F8B-MC-E85F5E,
201653MD1086-2,,780632-MD-E84CE5
202253MD1764-1,,B076CB-MD-E8C789
201553MD1520-2,,E52142-MD-E857AF
202253MD1824-1,,393172-MD-E814D6
201753MD1046-2,,18DA82-MD-E84C59
1453MD1313-1,,B11172-MD-E8DB2E
1253MD1076-1,,B0587B-MD-E8B616
202353MD1028-1,,CB4172-MD-E87404
202553MD1182-1,,D62148-MD-E85F8F
202253MD1007-1,,C55F82-MD-E8B8CF
201953MD1342-2,,9F7148-MD-E822FD
202253MD1006-1,,A4B048-MD-E834C2
202353MD1150-2,,599048-MD-E8A1D3
202253CMD1080-1,1AB8F9-MC-E8BB56,
202153MD1584-2,,41F16D-MD-E83136
201953MD1040-2,,5D61A2-MD-E8B978
202353MD1847-2,,B4A048-MD-E852A3
202353MD1162-2,,4A3D59-MD-E841C8
202053MD1210-1,,3F81A2-MD-E8AD05
201753MD1506-2,,BB86CB-MD-E8DD2A
202253MD1944-1,,3FB289-MD-E80BF7
202353CMD1126-2,889406-MC-E8336D,889406-MC-E8336D
202153MD1623-1,,222172-MD-E822FE
1153MD1080-1,,CB6048-MD-E8EF20
202453MD1881-2,,CB8048-MD-E840F1
202353MD1356-1,,A961A2-MD-E86643
1453MD1177-3,,B5BA82-MD-E82195
202353MD1634-1,,DE6F65-MD-E82E8C
202353MD1537-1,,144318-MD-E8A64D
201953MD1273-1,,B56307-MD-E835E4
201553MD1325-1,,F7A1A2-MD-E81E80
201653MD1942-2,,565148-MD-E85455
201653MD1408-2,,BCED59-MD-E85B9A
202053MD1020-2,,78D801-MD-E81AAF
201653MD1553-2,,CDF048-MD-E8534B
202353CMD1135-2,7C7967-MC-E85D9C,7C7967-MC-E85D9C
202453MD1879-2,,B638BD-MD-E89B15
201953MD1407-2,,D6C26D-MD-E8A555
202553MD1575-2,,F451A2-MD-E89863
201853MD1547-1,,DB4172-MD-E8731D
1353MD1237-3,,271509-MD-E8B6ED
1253MD1028-2,,A0AA82-MD-E8DE95
1353MD1274-1,,944172-MD-E8403D
123453MD1234-1,,123456-MD-123456
202053MD1650-2,,60A6CB-MD-E8731D
201553MD1028-1,,DBE1A2-MD-E8F48D
202153CMD1064-1,B1A969-MC-E8CA95,
202553MD1499-2,,C25F82-MD-E82B8D
202453CMD1035-1,6EB406-MC-E88E56,
201853MD1266-1,,8B51A2-MD-E81A21
201753CMD1054-1,D29CB9-MC-E849AC,D29CB9-MC-E849AC
1053MD1022-2,,701C46-MD-E8F1B6
202053MD1665-1,,B19625-MD-E84CB1
